Age,gender,occupation,education,lifestyle,favorite,zone,activity,month,place
40,male,employee,bachelor,simplicity,travel,Nong Khaem,stageplay,9,Rachadalai Theatre
65,female,retire,graduate,simplicity,travel,Lak Si,stageplay,9,Rachadalai Theatre
40,female,housewife,bachelor,simplicity,concert,Taling Chan,stageplay,9,Rachadalai Theatre
37,female,employee,graduate,simplicity,movie,Bang Bon,stageplay,9,Rachadalai Theatre
55,female,employee,secondary,simplicity,travel,Sathon,stageplay,9,Rachadalai Theatre
37,female,employee,graduate,simplicity,travel,Bang Phlat,stageplay,9,Rachadalai Theatre
49,male,business,secondary,simplicity,travel,Din Daeng,stageplay,9,Rachadalai Theatre
39,female,other,graduate,simplicity,travel,Bang Phlat,stageplay,9,Rachadalai Theatre
48,male,business,secondary,simplicity,travel,Wang Thonglang,stageplay,9,Rachadalai Theatre
63,male,business,bachelor,simplicity,concert,Khlong Toei,stageplay,9,Rachadalai Theatre
55,female,employee,graduate,simplicity,travel,Saphan Sung,stageplay,9,Rachadalai Theatre
35,male,freelance,bachelor,simplicity,travel,Rat Burana,stageplay,9,Rachadalai Theatre
55,female,business,primary,simplicity,travel,Ratchathewi,culture,4,Sukhothai
54,male,business,graduate,simplicity,travel,Huai Khwang,culture,4,Sukhothai
59,female,business,primary,simplicity,travel,Nong Khaem,culture,4,Sukhothai
59,female,business,secondary,simplicity,travel,Don Mueang,culture,4,Sukhothai
45,male,business,graduate,simplicity,family,Chatuchak,culture,4,Sukhothai
40,female,business,bachelor,simplicity,travel,Wang Thonglang,culture,4,Sukhothai
55,female,employee,bachelor,simplicity,movie,Bang Rak,nature,4,Chonburi
50,female,business,bachelor,simplicity,travel,Phasi Charoen,nature,4,Chonburi
52,male,business,bachelor,simplicity,travel,Phasi Charoen,nature,4,Chonburi
53,female,housewife,bachelor,simplicity,travel,Watthana,nature,3,Chonburi
47,male,business,secondary,simplicity,travel,Lat Krabang,nature,3,Chonburi
17,male,student,secondary,simplicity,travel,Phasi Charoen,nature,4,Chonburi
61,female,enterprise,bachelor,simplicity,travel,Bangkok Noi,nature,3,Chonburi
48,female,business,bachelor,simplicity,travel,Nong Khaem,nature,3,Chonburi
42,female,freelance,bachelor,simplicity,family,Bang Rak,nature,3,Chonburi
53,female,official,bachelor,simplicity,travel,Bang Kapi,nature,3,Chonburi
41,female,employee,bachelor,technology,family,Nong Khaem,cooking,1,Cooking Studio Town in Town
38,female,business,graduate,technology,travel,Samphanthawong,beauty,9,The Skin Doctors Central Chidlom
45,female,business,bachelor,technology,travel,Bueng Kum,beauty,9,The Skin Doctors Central Chidlom
48,male,business,bachelor,technology,travel,Thawi Watthana,beauty,9,The Skin Doctors Central Chidlom
44,female,business,secondary,technology,travel,Bang Bon,beauty,9,The Skin Doctors Central Chidlom
57,female,business,bachelor,technology,travel,Khlong Toei,beauty,9,The Skin Doctors Central Chidlom
41,female,employee,bachelor,technology,travel,Khlong San,beauty,9,The Skin Doctors Central Chidlom
21,female,student,bachelor,technology,concert,Chatuchak,concert ,9,Impact
57,female,business,diploma,technology,movie,Bang Na,concert ,9,Impact
57,female,business,diploma,technology,movie,Bang Na,concert ,9,Impact
11,male,student,primary,technology,family,Suan Luang,concert ,9,Impact
46,female,official,graduate,technology,travel,Bueng Kum,concert ,7,Impact
50,male,business,bachelor,technology,family,Suan Luang,concert ,9,Impact
31,female,employee,graduate,technology,concert,Chatuchak,concert ,7,Impact
40,male,business,diploma,technology,travel,Bang Khun Thian,concert ,8,Impact
40,male,business,diploma,technology,travel,Bang Khun Thian,concert ,9,Impact
30,female,employee,bachelor,technology,movie,Phasi Charoen,journey,11,The Mall Bang Kapi
21,female,other,bachelor,technology,movie,Bang Khae,journey,11,The Mall Bang Kapi
42,female,business,bachelor,technology,family,Min Buri,journey,11,The Mall Bang Kapi
49,male,business,bachelor,technology,family,Ratchathewi,journey,11,The Mall Bang Kapi
30,male,business,graduate,technology,movie,Khlong Toei,journey,11,The Mall Bang Kapi
33,female,employee,graduate,technology,travel,Wang Thonglang,journey,11,The Mall Bang Kapi
25,female,business,bachelor,technology,family,Don Mueang,journey,11,The Mall Bang Kapi
43,male,business,graduate,technology,sport,Prawet,journey,11,The Mall Bang Kapi
43,female,other,secondary,technology,family,Lat Phrao,journey,11,The Mall Bang Kapi
48,male,business,bachelor,technology,travel,Thawi Watthana,journey,10,The Mall Bang Kapi
27,male,business,secondary,technology,rally,Thawi Watthana,journey,11,The Mall Bang Kapi
36,male,employee,bachelor,technology,travel,Don Mueang,journey,11,The Mall Bang Kapi
46,female,official,bachelor,technology,travel,Khlong Sam Wa,journey,11,The Mall Bang Kapi
15,male,student,other,technology,movie,Prawet,journey,11,The Mall Bang Kapi
63,male,business,graduate,technology,concert,Bang Rak,journey,10,The Mall Bang Kapi
28,female,business,secondary,technology,rally,Khlong Sam Wa,journey,11,The Mall Bang Kapi
28,female,employee,bachelor,technology,travel,Lat Phrao,journey,11,The Mall Bang Kapi
27,female,business,graduate,technology,travel,Thung Khru,journey,11,The Mall Bang Kapi
48,female,enterprise,secondary,technology,sport,Sai Mai,journey,11,The Mall Bang Kapi
29,female,business,bachelor,technology,family,Phra Nakhon,journey,11,The Mall Bang Kapi
51,male,business,graduate,technology,travel,Bang Khen,journey,11,The Mall Bang Kapi
30,male,business,bachelor,technology,movie,Bueng Kum,journey,11,The Mall Bang Kapi
44,female,housewife,secondary,technology,travel,Bueng Kum,journey,11,The Mall Bang Kapi
50,male,employee,diploma,technology,rally,Bang Kapi,journey,11,The Mall Bang Kapi
45,female,business,bachelor,technology,travel,Min Buri,journey,11,The Mall Bang Kapi
47,male,enterprise,diploma,technology,family,Bang Phlat,journey,11,The Mall Bang Kapi
55,female,employee,bachelor,technology,travel,Lak Si,journey,11,The Mall Bang Kapi
36,male,employee,bachelor,technology,travel,Bang Sue,journey,11,The Mall Bang Kapi
30,male,employee,bachelor,technology,travel,Bang Khun Thian,journey,11,The Mall Bang Kapi
34,male,business,other,technology,travel,Wang Thonglang,journey,11,The Mall Bang Kapi
52,male,retire,bachelor,technology,family,Sai Mai,journey,11,The Mall Bang Kapi
27,male,business,secondary,technology,concert,Nong Chok,journey,11,The Mall Bang Kapi
30,male,business,graduate,technology,concert,Saphan Sung,journey,11,The Mall Bang Kapi
17,female,student,secondary,technology,celebrity,Chatuchak,journey,11,The Mall Bang Kapi
28,female,other,bachelor,technology,family,Suan Luang,journey,11,The Mall Bang Kapi
39,female,employee,graduate,technology,movie,Suan Luang,journey,11,The Mall Bang Kapi
42,male,official,graduate,technology,family,Lat Phrao,journey,11,The Mall Bang Kapi
49,male,official,bachelor,technology,travel,Bueng Kum,journey,10,The Mall Bang Kapi
40,female,employee,graduate,technology,concert,Lat Phrao,journey,10,The Mall Bang Kapi
33,male,employee,secondary,technology,travel,Khan Na Yao,journey,10,The Mall Bang Kapi
38,female,employee,bachelor,technology,travel,Chom Thong,journey,11,The Mall Bang Kapi
51,male,business,bachelor,technology,sport,Wang Thonglang,journey,10,The Mall Bang Kapi
58,male,business,bachelor,technology,travel,Bang Khae,journey,10,The Mall Bang Kapi
7,male,business,secondary,technology,rally,Khlong Sam Wa,journey,11,The Mall Bang Kapi
37,male,employee,bachelor,technology,movie,Thawi Watthana,journey,11,The Mall Bang Kapi
51,male,business,bachelor,technology,concert,Pathum Wan,journey,10,The Mall Bang Kapi
43,male,employee,graduate,technology,travel,Saphan Sung,journey,10,The Mall Bang Kapi
51,male,business,graduate,technology,sport,Wang Thonglang,journey,11,The Mall Bang Kapi
49,female,business,bachelor,technology,travel,Bangkok Yai,journey,10,The Mall Bang Kapi
38,female,business,graduate,technology,concert,Thawi Watthana,journey,10,The Mall Bang Kapi
44,male,employee,graduate,technology,family,Din Daeng,journey,11,The Mall Bang Kapi
33,male,business,graduate,technology,travel,Khlong San,journey,11,The Mall Bang Kapi
42,male,business,bachelor,technology,rally,Phaya Thai,healty ,8,Bangkok Mediplix Sukumvit
54,female,business,other,technology,travel,Thawi Watthana,healty ,8,Bangkok Mediplix Sukumvit
41,male,business,bachelor,technology,concert,Bueng Kum,healty ,8,Bangkok Mediplix Sukumvit
45,female,employee,graduate,technology,sport,Bang Na,healty ,8,Bangkok Mediplix Sukumvit
53,female,business,other,technology,concert,Bang Kho Laem,healty ,8,Bangkok Mediplix Sukumvit
69,female,employee,graduate,technology,travel,Dusit,healty ,8,Bangkok Mediplix Sukumvit
57,female,freelance,graduate,technology,travel,Don Mueang,healty ,8,Bangkok Mediplix Sukumvit
58,male,business,bachelor,technology,travel,Bang Khae,healty ,8,Bangkok Mediplix Sukumvit
46,female,other,bachelor,technology,concert,Bang Phlat,healty ,8,Bangkok Mediplix Sukumvit
57,male,enterprise,bachelor,technology,movie,Bang Kapi,healty ,8,Bangkok Mediplix Sukumvit
57,male,business,bachelor,technology,family,Pathum Wan,gourmet,9,Chiang Rai
51,female,other,graduate,technology,travel,Don Mueang,gourmet,9,Chiang Rai
52,female,enterprise,bachelor,technology,concert,Bang Sue,movie,5,QSNCC
50,female,employee,graduate,technology,travel,Bang Kho Laem,movie,5,QSNCC
19,male,business,secondary,technology,travel,Chom Thong,movie,5,QSNCC
21,male,student,secondary,technology,travel,Chom Thong,movie,5,QSNCC
47,male,employee,bachelor,technology,movie,Chatuchak,movie,5,QSNCC
42,male,employee,secondary,technology,travel,Rat Burana,movie,5,QSNCC
32,male,employee,bachelor,technology,movie,Huai Khwang,movie,5,QSNCC
8,female,employee,bachelor,technology,travel,Huai Khwang,camping,3,Khao Yai
12,male,student,primary,technology,travel,Don Mueang,camping,3,Khao Yai
11,female,official,bachelor,technology,travel,Nong Khaem,camping,3,Khao Yai
10,female,student,other,technology,travel,Pathum Wan,camping,3,Khao Yai
27,male,student,bachelor,technology,movie,Pom Prap Sattru Phai,healty,6,Potalai Spa Ramintra
52,female,business,bachelor,technology,family,Bang Na,healty,6,Potalai Spa Ramintra
63,male,business,graduate,technology,travel,Huai Khwang,movie,3,Office
41,male,business,diploma,technology,family,Bang Rak,movie,3,Office
36,male,employee,graduate,technology,sport,Lat Phrao,movie,5,Office
18,female,student,bachelor,technology,movie,Chatuchak,movie,4,Office
45,female,other,bachelor,technology,travel,Huai Khwang,movie,5,Office
35,male,employee,bachelor,technology,travel,Bang Bon,movie,6,Office
38,female,enterprise,bachelor,technology,travel,Phasi Charoen,movie,3,Office
53,male,business,graduate,technology,family,Bang Na,movie,4,Office
36,male,business,secondary,technology,movie,Bang Kho Laem,movie,6,Office
50,female,employee,bachelor,technology,travel,Bang Sue,movie,4,Office
51,male,business,secondary,technology,travel,Nong Khaem,movie,5,Office
36,female,business,bachelor,technology,rally,Lak Si,movie,4,Office
45,female,employee,bachelor,technology,family,Bueng Kum,movie,4,Office
36,female,official,graduate,technology,family,Pathum Wan,movie,4,Office
49,male,business,bachelor,technology,extreme,Bang Khae,movie,3,Office
46,female,employee,graduate,technology,travel,Pom Prap Sattru Phai,movie,4,Office
39,female,employee,bachelor,technology,travel,Ratchathewi,movie,5,Office
20,male,student,secondary,technology,concert,Thung Khru,movie,5,Office
43,female,employee,graduate,technology,concert,Suan Luang,movie,2,Office
50,male,business,graduate,technology,family,Wang Thonglang,movie,2,Office
19,male,student,secondary,technology,movie,Dusit,movie,5,Office
29,female,employee,graduate,technology,concert,Suan Luang,movie,4,Office
42,male,employee,bachelor,technology,family,Khlong Toei,movie,3,Office
59,male,retire,graduate,technology,travel,Sathon,movie,4,Office
37,male,employee,graduate,technology,concert,Phasi Charoen,movie,4,Office
24,female,student,bachelor,technology,travel,Bang Na,movie,6,Office
50,female,employee,graduate,technology,travel,Bang Kho Laem,movie,4,Office
46,male,enterprise,bachelor,technology,travel,Sai Mai,movie,4,Office
39,male,business,bachelor,technology,movie,Din Daeng,movie,5,Office
70,female,other,secondary,technology,travel,Khlong Toei,movie,4,Office
39,male,employee,bachelor,technology,concert,Huai Khwang,movie,4,Office
19,female,student,secondary,technology,celebrity,Chom Thong,movie,2,Office
37,male,official,bachelor,technology,movie,Bang Khen,movie,6,Office
40,female,employee,graduate,technology,travel,Min Buri,movie,5,Office
38,male,employee,bachelor,technology,sport,Sai Mai,movie,2,Office
17,male,student,primary,technology,movie,Lak Si,movie,3,Office
20,female,business,bachelor,technology,movie,Thon Buri,movie,4,Office
58,male,business,secondary,technology,family,Don Mueang,movie,6,Office
34,male,business,bachelor,technology,movie,Nong Khaem,movie,3,Office
29,female,employee,bachelor,technology,travel,Ratchathewi,movie,5,Office
49,female,other,graduate,technology,travel,Khlong Toei,movie,4,Office
21,female,student,secondary,technology,concert,Lat Phrao,movie,4,Office
36,male,employee,secondary,technology,sport,Pom Prap Sattru Phai,movie,4,Office
62,male,business,bachelor,technology,concert,Phaya Thai,movie,4,Office
29,female,employee,bachelor,technology,concert,Yan Nawa,movie,6,Office
54,female,official,graduate,technology,travel,Lak Si,movie,3,Office
46,female,business,diploma,technology,extreme,Bang Khun Thian,movie,4,Office
27,female,employee,bachelor,technology,concert,Bang Kapi,movie,4,Office
25,male,student,bachelor,technology,movie,Bang Bon,movie,4,Office
52,male,employee,graduate,technology,family,Bang Sue,movie,3,Office
42,male,business,secondary,technology,travel,Bang Kapi,movie,4,Office
42,female,employee,bachelor,technology,travel,Bang Kapi,movie,6,Office
24,male,student,bachelor,technology,travel,Phaya Thai,movie,3,Office
27,female,official,secondary,technology,family,Thon Buri,movie,4,Office
48,male,employee,bachelor,technology,travel,Nong Khaem,movie,6,Office
47,female,business,bachelor,technology,travel,Ratchathewi,movie,3,Office
41,female,employee,bachelor,technology,travel,Huai Khwang,movie,4,Office
42,male,business,bachelor,technology,movie,Lat Phrao,movie,4,Office
55,female,enterprise,secondary,technology,concert,Phaya Thai,movie,3,Office
54,male,freelance,bachelor,technology,travel,Bang Khen,movie,4,Office
30,female,employee,bachelor,technology,travel,Lak Si,movie,3,Office
30,male,employee,bachelor,technology,travel,Khlong Sam Wa,movie,3,Office
40,male,other,graduate,technology,travel,Bang Khae,movie,3,Office
57,male,business,bachelor,technology,rally,Bang Kapi,movie,6,Office
35,female,employee,bachelor,technology,movie,Huai Khwang,movie,4,Office
48,male,freelance,bachelor,technology,travel,Chatuchak,movie,4,Office
40,female,business,bachelor,technology,family,Nong Chok,movie,6,Office
28,female,official,bachelor,technology,travel,Lat Krabang,movie,3,Office
26,male,student,bachelor,technology,movie,Bang Kho Laem,movie,4,Office
47,male,enterprise,bachelor,technology,concert,Bueng Kum,movie,5,Office
41,male,employee,graduate,technology,concert,Bangkok Yai,movie,6,Office
35,male,employee,bachelor,technology,travel,Wang Thonglang,movie,4,Office
35,male,official,graduate,technology,travel,Bang Sue,movie,5,Office
43,male,enterprise,bachelor,technology,movie,Wang Thonglang,movie,5,Office
39,female,business,graduate,technology,movie,Bang Khen,movie,3,Office
36,male,employee,bachelor,technology,movie,Dusit,movie,3,Office
39,male,employee,other,technology,travel,Chatuchak,movie,4,Office
48,male,employee,secondary,technology,movie,Don Mueang,movie,5,Office
31,female,employee,bachelor,technology,travel,Ratchathewi,movie,5,Office
54,male,business,bachelor,technology,movie,Din Daeng,movie,5,Office
30,male,employee,graduate,technology,movie,Khlong San,movie,4,Office
19,male,student,primary,technology,travel,Phra Nakhon,movie,3,Office
41,male,employee,bachelor,technology,rally,Bang Khae,movie,4,Office
34,female,employee,bachelor,technology,travel,Huai Khwang,movie,4,Office
34,male,employee,bachelor,technology,travel,Huai Khwang,movie,5,Office
53,female,employee,bachelor,technology,travel,Bang Rak,movie,4,Office
39,male,employee,bachelor,technology,travel,Huai Khwang,movie,4,Office
58,female,employee,bachelor,technology,movie,Khlong San,movie,4,Office
55,male,official,graduate,technology,movie,Lat Krabang,movie,3,Office
20,male,student,other,technology,travel,Bang Sue,movie,4,Office
39,female,employee,bachelor,technology,travel,Bang Kapi,movie,4,Office
45,male,employee,graduate,technology,travel,Bang Kapi,movie,6,Office
31,male,employee,graduate,technology,travel,Lak Si,movie,4,Office
51,female,employee,bachelor,technology,concert,Bang Phlat,movie,6,Office
56,male,business,graduate,technology,travel,Taling Chan,movie,4,Office
33,female,business,bachelor,technology,concert,Phaya Thai,movie,6,Office
51,male,business,bachelor,technology,concert,Pathum Wan,movie,6,Office
10,female,employee,bachelor,technology,travel,Yan Nawa,movie,4,Office
37,male,employee,bachelor,technology,travel,Saphan Sung,movie,5,Office
64,female,business,secondary,technology,other,Samphanthawong,movie,6,Office
43,female,housewife,bachelor,technology,family,Khlong Toei,movie,3,Office
38,male,business,secondary,technology,movie,Lak Si,movie,5,Office
52,male,employee,graduate,technology,concert,Chatuchak,movie,4,Office
37,male,freelance,graduate,technology,movie,Watthana,movie,3,Office
35,male,employee,bachelor,technology,concert,Bang Phlat,movie,4,Office
41,female,other,secondary,technology,travel,Huai Khwang,movie,6,Office
45,female,employee,graduate,technology,sport,Bang Na,movie,3,Office
22,male,student,secondary,technology,travel,Chom Thong,movie,2,Office
43,male,other,graduate,technology,travel,Phasi Charoen,movie,3,Office
21,male,student,secondary,technology,travel,Bang Sue,movie,3,Office
44,female,official,bachelor,technology,travel,Bang Khun Thian,movie,3,Office
17,female,student,secondary,technology,travel,Nong Chok,movie,5,Office
55,female,employee,secondary,technology,travel,Bueng Kum,movie,4,Office
20,male,other,bachelor,technology,travel,Lak Si,movie,5,Office
14,female,student,secondary,technology,family,Bang Khae,journey,9,Phuket
48,male,business,bachelor,technology,travel,Thawi Watthana,journey,9,Phuket
55,female,enterprise,secondary,technology,concert,Phaya Thai,journey,9,Phuket
57,male,enterprise,graduate,technology,travel,Thon Buri,concert,8,Rachadalai Theatre
42,female,employee,graduate,technology,concert,Bueng Kum,concert,7,Rachadalai Theatre
51,female,official,bachelor,technology,concert,Don Mueang,concert,6,Rachadalai Theatre
42,female,business,graduate,technology,concert,Sathon,concert,7,Rachadalai Theatre
43,male,business,graduate,technology,concert,Sathon,concert,7,Rachadalai Theatre
29,female,employee,bachelor,technology,concert,Chatuchak,concert,7,Rachadalai Theatre
53,female,official,bachelor,technology,travel,Chom Thong,concert,7,Rachadalai Theatre
46,female,employee,graduate,technology,travel,Pom Prap Sattru Phai,concert,7,Rachadalai Theatre
44,female,employee,bachelor,technology,concert,Bang Rak,concert,7,Rachadalai Theatre
38,male,employee,graduate,technology,concert,Suan Luang,concert,7,Rachadalai Theatre
48,male,business,bachelor,technology,travel,Thawi Watthana,concert,7,Rachadalai Theatre
45,male,employee,bachelor,technology,movie,Huai Khwang,concert,7,Rachadalai Theatre
27,female,employee,bachelor,technology,movie,Khlong Toei,concert,7,Rachadalai Theatre
7,male,student,graduate,technology,travel,Bang Na,concert,7,Rachadalai Theatre
19,female,other,bachelor,technology,travel,Chatuchak,concert,8,Rachadalai Theatre
45,male,employee,graduate,technology,movie,Bang Khun Thian,concert,7,Rachadalai Theatre
47,male,business,other,technology,concert,Lat Phrao,concert,8,Rachadalai Theatre
34,female,employee,diploma,technology,travel,Bang Khae,concert,8,Rachadalai Theatre
61,male,other,graduate,technology,concert,Bang Kho Laem,concert,7,Rachadalai Theatre
62,male,business,bachelor,technology,concert,Phaya Thai,concert,8,Rachadalai Theatre
46,female,employee,bachelor,technology,family,Saphan Sung,concert,7,Rachadalai Theatre
26,male,student,bachelor,technology,concert,Bang Bon,concert,7,Rachadalai Theatre
55,female,enterprise,secondary,technology,concert,Phaya Thai,concert,6,Rachadalai Theatre
40,female,employee,bachelor,technology,concert,Phra Khanong,concert,7,Rachadalai Theatre
18,male,student,secondary,technology,sport,Bang Khae,concert,8,Rachadalai Theatre
36,female,employee,bachelor,technology,concert,Thung Khru,concert,7,Rachadalai Theatre
65,male,business,bachelor,technology,concert,Chatuchak,concert,6,Rachadalai Theatre
21,female,student,secondary,technology,movie,Bang Khen,concert,8,Rachadalai Theatre
4,female,student,secondary,technology,travel,Thung Khru,concert,8,Rachadalai Theatre
41,male,employee,bachelor,technology,concert,Bueng Kum,concert,7,Rachadalai Theatre
36,female,employee,bachelor,technology,travel,Bang Kapi,concert,7,Rachadalai Theatre
31,male,employee,bachelor,technology,travel,Din Daeng,concert,8,Rachadalai Theatre
40,female,freelance,graduate,technology,concert,Din Daeng,concert,7,Rachadalai Theatre
20,male,student,secondary,technology,movie,Phaya Thai,concert,6,Rachadalai Theatre
49,female,employee,bachelor,technology,rally,Lak Si,concert,7,Rachadalai Theatre
35,female,employee,graduate,technology,travel,Huai Khwang,concert,7,Rachadalai Theatre
35,female,employee,graduate,technology,travel,Huai Khwang,concert,7,Rachadalai Theatre
53,female,business,graduate,technology,concert,Bueng Kum,concert,8,Rachadalai Theatre
18,female,other,other,technology,travel,Chatuchak,concert,7,Rachadalai Theatre
33,female,employee,secondary,technology,concert,Bang Khun Thian,concert,7,Rachadalai Theatre
22,male,student,secondary,technology,travel,Chom Thong,concert,7,Rachadalai Theatre
34,female,employee,graduate,technology,movie,Huai Khwang,concert,7,Rachadalai Theatre
48,male,business,bachelor,technology,travel,Thawi Watthana,journey,8,Phetchaburi and Prachuapkhirikhan
29,male,employee,graduate,technology,movie,Khan Na Yao,concert,1,Chiang Mai
52,female,official,graduate,technology,concert,Din Daeng,concert,1,Chiang Mai
40,male,employee,bachelor,technology,movie,Thon Buri,concert,2,Chiang Mai
49,female,employee,bachelor,technology,travel,Chatuchak,concert,2,Chiang Mai
56,female,business,bachelor,technology,travel,Chatuchak,stand up comedy,1,Royal Paragon Hall
36,female,official,graduate,technology,concert,Bang Sue,stand up comedy,1,Royal Paragon Hall
56,male,employee,graduate,technology,travel,Sathon,stand up comedy,1,Royal Paragon Hall
57,male,business,secondary,technology,travel,Bang Khun Thian,stand up comedy,1,Royal Paragon Hall
62,female,business,bachelor,technology,travel,Lat Phrao,stand up comedy,1,Royal Paragon Hall
48,male,business,graduate,technology,celebrity,Wang Thonglang,stand up comedy,1,Royal Paragon Hall
58,female,enterprise,bachelor,technology,travel,Chatuchak,stand up comedy,1,Royal Paragon Hall
57,female,business,bachelor,technology,travel,Phra Nakhon,stand up comedy,1,Royal Paragon Hall
40,female,freelance,graduate,technology,movie,Don Mueang,stand up comedy,1,Royal Paragon Hall
46,male,employee,secondary,technology,travel,Bueng Kum,stand up comedy,1,Royal Paragon Hall
48,female,business,bachelor,technology,movie,Bang Khen,stand up comedy,1,Royal Paragon Hall
19,male,student,secondary,technology,family,Khlong Toei,stand up comedy,1,Royal Paragon Hall
57,female,business,diploma,technology,movie,Bang Na,stand up comedy,1,Royal Paragon Hall
42,male,business,bachelor,technology,travel,Watthana,stand up comedy,1,Royal Paragon Hall
41,male,employee,graduate,technology,travel,Sai Mai,stand up comedy,1,Royal Paragon Hall
20,male,student,secondary,technology,concert,Yan Nawa,stand up comedy,1,Royal Paragon Hall
43,female,enterprise,bachelor,technology,travel,Chatuchak,stand up comedy,1,Royal Paragon Hall
42,female,business,graduate,technology,concert,Sathon,stand up comedy,1,Royal Paragon Hall
30,male,employee,primary,technology,movie,Thung Khru,stand up comedy,1,Royal Paragon Hall
43,male,business,graduate,technology,concert,Sathon,stand up comedy,1,Royal Paragon Hall
52,female,employee,secondary,technology,travel,Prawet,stand up comedy,1,Royal Paragon Hall
36,female,employee,bachelor,technology,travel,Khlong Toei,stand up comedy,1,Royal Paragon Hall
16,male,student,secondary,technology,sport,Watthana,stand up comedy,1,Royal Paragon Hall
24,male,student,bachelor,technology,movie,Lat Phrao,stand up comedy,1,Royal Paragon Hall
43,female,employee,graduate,technology,concert,Suan Luang,stand up comedy,1,Royal Paragon Hall
31,male,official,graduate,technology,travel,Don Mueang,stand up comedy,1,Royal Paragon Hall
7,female,business,bachelor,technology,travel,Wang Thonglang,stand up comedy,1,Royal Paragon Hall
25,male,student,bachelor,technology,travel,Huai Khwang,stand up comedy,1,Royal Paragon Hall
45,male,business,other,technology,travel,Bang Khen,stand up comedy,1,Royal Paragon Hall
28,male,student,bachelor,technology,movie,Phra Nakhon,stand up comedy,1,Royal Paragon Hall
45,male,official,graduate,technology,travel,Wang Thonglang,stand up comedy,1,Royal Paragon Hall
30,male,business,bachelor,technology,concert,Bang Khen,stand up comedy,1,Royal Paragon Hall
39,male,business,bachelor,technology,movie,Chatuchak,stand up comedy,1,Royal Paragon Hall
38,male,employee,bachelor,technology,travel,Suan Luang,stand up comedy,1,Royal Paragon Hall
50,male,enterprise,bachelor,technology,family,Chatuchak,stand up comedy,1,Royal Paragon Hall
41,male,employee,bachelor,technology,movie,Chom Thong,stand up comedy,1,Royal Paragon Hall
22,male,student,secondary,technology,celebrity,Phaya Thai,stand up comedy,1,Royal Paragon Hall
38,female,business,diploma,technology,travel,Huai Khwang,stand up comedy,1,Royal Paragon Hall
63,male,business,graduate,technology,concert,Bang Rak,stand up comedy,1,Royal Paragon Hall
56,male,business,graduate,technology,concert,Phra Khanong,stand up comedy,1,Royal Paragon Hall
45,male,business,bachelor,technology,travel,Chom Thong,stand up comedy,1,Royal Paragon Hall
42,male,business,graduate,technology,sport,Wang Thonglang,stand up comedy,1,Royal Paragon Hall
53,male,employee,bachelor,technology,concert,Wang Thonglang,stand up comedy,1,Royal Paragon Hall
30,female,employee,bachelor,technology,movie,Phaya Thai,stand up comedy,1,Royal Paragon Hall
19,female,student,secondary,technology,celebrity,Chom Thong,stand up comedy,1,Royal Paragon Hall
31,male,student,bachelor,technology,concert,Lat Phrao,stand up comedy,1,Royal Paragon Hall
35,female,business,graduate,technology,other,Bangkok Yai,stand up comedy,1,Royal Paragon Hall
33,female,employee,bachelor,technology,concert,Sai Mai,stand up comedy,1,Royal Paragon Hall
7,male,student,graduate,technology,travel,Bang Na,stand up comedy,1,Royal Paragon Hall
60,female,business,graduate,technology,travel,Samphanthawong,stand up comedy,1,Royal Paragon Hall
22,male,other,secondary,technology,movie,Pom Prap Sattru Phai,stand up comedy,1,Royal Paragon Hall
54,female,business,secondary,technology,travel,Bang Kho Laem,stand up comedy,1,Royal Paragon Hall
46,female,business,bachelor,technology,travel,Thawi Watthana,stand up comedy,1,Royal Paragon Hall
51,male,official,graduate,technology,concert,Thawi Watthana,stand up comedy,1,Royal Paragon Hall
29,male,business,bachelor,technology,travel,Phra Khanong,stand up comedy,1,Royal Paragon Hall
54,female,business,secondary,technology,travel,Samphanthawong,stand up comedy,1,Royal Paragon Hall
46,female,enterprise,bachelor,technology,concert,Chatuchak,stand up comedy,1,Royal Paragon Hall
34,male,other,diploma,technology,movie,Lat Phrao,stand up comedy,1,Royal Paragon Hall
20,male,student,bachelor,technology,extreme,Bang Khae,stand up comedy,1,Royal Paragon Hall
47,female,business,bachelor,technology,travel,Bang Khen,stand up comedy,1,Royal Paragon Hall
21,male,student,secondary,technology,concert,Min Buri,stand up comedy,1,Royal Paragon Hall
33,male,employee,bachelor,technology,movie,Watthana,stand up comedy,1,Royal Paragon Hall
19,female,student,secondary,technology,other,Pom Prap Sattru Phai,stand up comedy,1,Royal Paragon Hall
65,female,business,bachelor,technology,travel,Bang Na,stand up comedy,1,Royal Paragon Hall
51,female,business,bachelor,technology,travel,Nong Khaem,stand up comedy,1,Royal Paragon Hall
23,female,student,bachelor,technology,movie,Bang Khun Thian,stand up comedy,1,Royal Paragon Hall
29,male,employee,graduate,technology,travel,Bang Sue,stand up comedy,1,Royal Paragon Hall
28,male,employee,graduate,technology,travel,Saphan Sung,stand up comedy,1,Royal Paragon Hall
38,female,business,bachelor,technology,movie,Bang Kho Laem,stand up comedy,1,Royal Paragon Hall
27,male,student,bachelor,technology,travel,Saphan Sung,stand up comedy,1,Royal Paragon Hall
16,male,student,primary,technology,travel,Bang Khae,stand up comedy,1,Royal Paragon Hall
44,male,enterprise,bachelor,technology,travel,Khlong Sam Wa,stand up comedy,1,Royal Paragon Hall
40,female,employee,graduate,technology,concert,Bang Khen,stand up comedy,1,Royal Paragon Hall
